M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,4,int8,0.10910541999999998
8192,16384,1,16,int8,0.0349425
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,4,float16,0.20127333
8192,16384,1,16,float16,0.06323000000000001
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,4,float16,0.22662709
8192,16384,1,16,float16,0.06301917000000001
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,4,float16,0.50223791
8192,16384,1,16,float16,0.13440375
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.04848833
4096,4096,1,16,float16,0.05393167
11008,4096,1,16,float16,0.04369125
4096,11008,1,16,float16,0.04331708
12288,4096,16,16,float16,0.67436417
4096,4096,16,16,float16,0.22912666999999998
11008,4096,16,16,float16,0.60923292
4096,11008,16,16,float16,0.5908229099999999
12288,4096,32,16,float16,1.2905729199999998
4096,4096,32,16,float16,0.50868125
M,K,N,num_threads,dtype,gemm
12288,4096,1,16,float16,0.22553166
4096,4096,1,16,float16,0.03119458
11008,4096,1,16,float16,0.16762584
4096,11008,1,16,float16,0.29906915999999995
12288,4096,16,16,float16,0.68434208
4096,4096,16,16,float16,0.20876207999999996
11008,4096,16,16,float16,0.62449917
4096,11008,16,16,float16,0.55676708
M,K,N,num_threads,dtype,gemm
8192,16384,1,16,int8,0.46936083000000006
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05227708
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05073834000000001
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.049002920000000005
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05143708
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.049578330000000004
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.019207508300000002
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.019502500000000002
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05090333
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.0190121292
M,K,N,num_threads,dtype,gemm
4096,4096,1,16,float16,0.030477725
M,K,N,num_threads,dtype,gemm
4096,4096,1,16,float16,0.0408373042
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.0195916667
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.04783916999999999
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05191
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.04857999999999999
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.05848875
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,32,16,float16,0.44427166999999995
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,32,16,float16,0.454853959
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.102914958
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.117718084
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.118247041
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.12262383300000002
M,K,N,num_threads,dtype,gemm
8192,16384,1,16,float16,1.0584757919999999
M,K,N,num_threads,dtype,gemm
8192,16384,1,16,float16,1.0607851250000002
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.024456875
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.023003958
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022676666
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022444666999999998
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022775749999999997
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022608332999999998
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.023244834000000002
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.024017583999999998
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.025819834
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.04009
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022819042
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.022788708
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.078427583
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.07803037500000001
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.014111792
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.018729042
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.014495583999999999
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.039027625
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.027785374999999998
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.015076916000000001
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.026587707999999998
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.02171575
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.028977667
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.013780625000000001
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.013751833
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.013203666999999999
M,K,N,num_threads,dtype,qgemm_lut
4096,4096,1,16,float16,0.014049625000000001
M,K,N,num_threads,dtype,qgemm_lut
11008,4096,1,16,float16,0.03476675
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,float16,0.07803420800000001
12288,4096,1,16,float16,0.032751375000000006
4096,4096,1,16,float16,0.013811041
11008,4096,1,16,float16,0.033104584
4096,11008,1,16,float16,0.029214792
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,4,float16,0.260859542
12288,4096,1,4,float16,0.11033087500000001
4096,4096,1,4,float16,0.038621459000000004
11008,4096,1,4,float16,0.100712333
4096,11008,1,4,float16,0.097372
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.114917
4096,4096,1,16,float16,0.05234375
11008,4096,1,16,float16,0.105781541
4096,11008,1,16,float16,0.103376291
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.11463295800000001
4096,4096,1,16,float16,0.041310709
11008,4096,1,16,float16,0.10554812499999999
4096,11008,1,16,float16,0.103462792
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.11726083400000001
4096,4096,1,16,float16,0.041091875
11008,4096,1,16,float16,0.105808792
4096,11008,1,16,float16,0.10142175
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.118056083
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.112717709
4096,4096,1,16,float16,0.040770667000000003
11008,4096,1,16,float16,0.105896666
4096,11008,1,16,float16,0.10151170899999999
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.120193209
4096,4096,1,16,float16,0.043272292
11008,4096,1,16,float16,0.10547308300000001
4096,11008,1,16,float16,0.100952417
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.114026083
4096,4096,1,16,float16,0.044874167
11008,4096,1,16,float16,0.10576224999999999
4096,11008,1,16,float16,0.10174375000000001
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.11367475
4096,4096,1,16,float16,0.04106308400000001
11008,4096,1,16,float16,0.10561562499999999
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,float16,0.127199958
4096,4096,1,16,float16,0.045627957999999996
11008,4096,1,16,float16,0.105656625
4096,11008,1,16,float16,0.1017615
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,16,int8,0.194637625
12288,4096,1,16,int8,0.059554958
4096,4096,1,16,int8,0.022975917
11008,4096,1,16,int8,0.054218834
4096,11008,1,16,int8,0.053404083
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,int8,0.058320708000000006
4096,4096,1,16,int8,0.0223595
11008,4096,1,16,int8,0.053001333000000005
4096,11008,1,16,int8,0.051616
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,int8,0.070690958
4096,4096,1,16,int8,0.027465084
11008,4096,1,16,int8,0.064850666
4096,11008,1,16,int8,0.063808292
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,16,int8,0.058403750000000004
M,K,N,num_threads,dtype,preprocessor
12288,4096,1,1,int8,0.002410875
12288,4096,1,2,int8,0.001724833
12288,4096,1,4,int8,0.001530333
12288,4096,1,8,int8,0.002684625
12288,4096,1,16,int8,0.004931958
4096,4096,1,1,int8,0.0024107919999999997
4096,4096,1,2,int8,0.0017381249999999999
4096,4096,1,4,int8,0.0015460419999999999
4096,4096,1,8,int8,0.002455958
4096,4096,1,16,int8,0.004759083999999999
11008,4096,1,1,int8,0.0024107919999999997
11008,4096,1,2,int8,0.001737542
11008,4096,1,4,int8,0.001528084
11008,4096,1,8,int8,0.0025255
11008,4096,1,16,int8,0.004818542
4096,11008,1,1,int8,0.005794542
4096,11008,1,2,int8,0.0035122499999999997
4096,11008,1,4,int8,0.002496208
4096,11008,1,8,int8,0.0030092089999999997
4096,11008,1,16,int8,0.0052119160000000005
